country,category,n_records,mean_z_price,anomaly_rate,total_value_gbp,log_n_records,cluster
Romania,Products of animal origin not elsewhere specified or included,6,-0.0509441558241898,0.0,125703.0,1.791759469228055,0
Rwanda,Edible vegetables and certain roots and tubers,27,0.24414998277681496,0.037037037037037035,1931438.0,3.295836866004329,0
Rwanda,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",9,0.12579147295935933,0.0,326767.0,2.1972245773362196,0
Saudi Arabia,"Aircraft, spacecraft, and parts thereof",9,-0.5017126371832509,0.0,539964.0,2.1972245773362196,0
Saudi Arabia,Edible fruit and nuts; peel of citrus fruits or melons,10,-0.3974122713819509,0.1,1024710.0,2.302585092994046,0
Saudi Arabia,Edible vegetables and certain roots and tubers,5,-1.227291979020584,0.0,23930.0,1.6094379124341003,0
Saudi Arabia,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",8,0.9214576956545204,0.25,2922509.0,2.0794415416798357,1
Senegal,Edible vegetables and certain roots and tubers,40,-0.18537244515617227,0.0,11990619.0,3.6888794541139363,0
Senegal,"Fish and crustaceans, molluscs and other aquatic invertebrates",16,0.08441347372197561,0.0,710293.0,2.772588722239781,0
Serbia,Edible fruit and nuts; peel of citrus fruits or melons,15,-0.6177080326112275,0.0,3365361.0,2.70805020110221,0
Serbia,Edible vegetables and certain roots and tubers,10,2.271283106162854,0.3,197959.0,2.302585092994046,1
Serbia,Live animals,6,0.3320478989334689,0.0,43674.0,1.791759469228055,0
Seychelles,"Fish and crustaceans, molluscs and other aquatic invertebrates",16,0.38127732156983835,0.0,881820.0,2.772588722239781,0
Sierra Leone,Edible vegetables and certain roots and tubers,6,0.21552856406056642,0.0,173466.0,1.791759469228055,0
Singapore,"Aircraft, spacecraft, and parts thereof",14,0.47832639462348586,0.0,614946.0,2.6390573296152584,0
Singapore,Edible fruit and nuts; peel of citrus fruits or melons,6,-0.37348914595089244,0.0,278454.0,1.791759469228055,0
Singapore,Edible vegetables and certain roots and tubers,5,-0.6220958074406696,0.0,113646.0,1.6094379124341003,0
Singapore,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",14,0.47124414048537183,0.0,1907046.0,2.6390573296152584,0
Singapore,"Fish and crustaceans, molluscs and other aquatic invertebrates",39,0.5951464718688272,0.0,1946950.0,3.6635616461296463,0
Singapore,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",19,0.8349597547514552,0.0,122495.0,2.9444389791664403,0
Slovakia,"Aircraft, spacecraft, and parts thereof",5,-0.3885727813160854,0.0,553213.0,1.6094379124341003,0
Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",28,1.4782916850754746,0.21428571428571427,11938513.0,3.332204510175204,1
Slovakia,Edible fruit and nuts; peel of citrus fruits or melons,10,1.7480868290744702,0.0,14430.0,2.302585092994046,0
Slovakia,Edible vegetables and certain roots and tubers,5,1.1461733677422514,0.4,6678.0,1.6094379124341003,1
Slovakia,Meat and edible meat offal,5,0.21676986742022003,0.0,61274.0,1.6094379124341003,0
Slovakia,Products of animal origin not elsewhere specified or included,12,0.02655667004437637,0.0,1035256.0,2.4849066497880004,0
Slovenia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6,-1.2137490388249612,0.16666666666666666,8417.0,1.791759469228055,0
Slovenia,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,-0.10027951914946916,0.0,25575.0,1.6094379124341003,0
South Africa,"Aircraft, spacecraft, and parts thereof",6,0.5130332898073827,0.0,109429.0,1.791759469228055,0
South Africa,Edible fruit and nuts; peel of citrus fruits or melons,133,-0.15489688138861601,0.045112781954887216,135879823.0,4.890349128221754,0
South Africa,Edible vegetables and certain roots and tubers,49,0.5864785901061416,0.04081632653061224,3778235.0,3.8918202981106265,0
South Africa,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,0.29534366406907236,0.0,46568.0,1.6094379124341003,0
South Africa,"Fish and crustaceans, molluscs and other aquatic invertebrates",13,-0.20190683389101954,0.0,4602208.0,2.5649493574615367,0
South Africa,Live animals,10,-0.1744659737933534,0.0,28890.0,2.302585092994046,0
South Africa,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",28,0.4946228173350482,0.03571428571428571,1407196.0,3.332204510175204,0
South Korea,Edible vegetables and certain roots and tubers,22,1.4179662564596016,0.13636363636363635,95041.0,3.091042453358316,1
South Korea,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",17,-0.5579555722073543,0.0,1115429.0,2.833213344056216,0
South Korea,"Fish and crustaceans, molluscs and other aquatic invertebrates",14,0.5853107165533674,0.0,1504714.0,2.6390573296152584,0
South Korea,Organic chemicals,8,-0.41344927758838224,0.0,1095899.0,2.0794415416798357,0
Spain,"Aircraft, spacecraft, and parts thereof",28,-0.1726421419197657,0.0,1561020.0,3.332204510175204,0
Spain,Arms and ammunition; parts and accessoriesthereof,12,1.0225382832573773,0.0,6453038.0,2.4849066497880004,0
Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",360,0.38183471504576444,0.005555555555555556,30979795.0,5.886104031450156,0
Spain,Edible fruit and nuts; peel of citrus fruits or melons,516,-0.17502190514527488,0.011627906976744186,189837565.0,6.246106765481563,0
Spain,Edible vegetables and certain roots and tubers,988,-0.17044372380194484,0.029352226720647773,366351513.0,6.895682697747868,0
Spain,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",35,0.37021079946699736,0.08571428571428572,6362364.0,3.5553480614894135,0
Spain,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,8,-0.5933411054260914,0.0,765185.0,2.0794415416798357,0
Spain,"Fish and crustaceans, molluscs and other aquatic invertebrates",262,0.30825913271944183,0.003816793893129771,9967511.0,5.568344503761097,0
Spain,"Inorganic chemicals: organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",13,-0.1107997068218932,0.0,650086.0,2.5649493574615367,0
Spain,Live animals,21,-0.44537365032178766,0.0,643741.0,3.044522437723423,0
Spain,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",134,-0.27010036467431675,0.05970149253731343,4496234.0,4.897839799950911,0
Spain,Meat and edible meat offal,596,0.44056799126678636,0.02181208053691275,70810997.0,6.39024066706535,0
Spain,Organic chemicals,15,-0.4482436517739836,0.0,612010.0,2.70805020110221,0
Spain,Plastics and plastic products,12,0.4346537239719767,0.0,319783.0,2.4849066497880004,0
Spain,Products of animal origin not elsewhere specified or included,42,-0.11867497341758389,0.047619047619047616,2274013.0,3.7376696182833684,0
Spain,"Salt; sulphur; earths and stone; plastering material, lime and cement",51,-0.24507941006020414,0.0196078431372549,31186938.0,3.9318256327243257,0
Spain,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",12,0.7058872909397222,0.25,85475618.0,2.4849066497880004,1
Sri Lanka,Edible fruit and nuts; peel of citrus fruits or melons,35,-0.21530479680764736,0.0,1417722.0,3.5553480614894135,0
Sri Lanka,Edible vegetables and certain roots and tubers,66,0.08125794120001358,0.0,931229.0,4.189654742026425,0
Sri Lanka,"Fish and crustaceans, molluscs and other aquatic invertebrates",84,0.3045028125542203,0.0,6276244.0,4.430816798843313,0
Sri Lanka,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",11,0.0919316108498633,0.0,75115.0,2.3978952727983707,0
St Lucia,Edible fruit and nuts; peel of citrus fruits or melons,8,-0.6843663833904753,0.0,20231.0,2.0794415416798357,0
Surinam,"Fish and crustaceans, molluscs and other aquatic invertebrates",6,-0.1528733072709416,0.0,179356.0,1.791759469228055,0
Sweden,Arms and ammunition; parts and accessoriesthereof,11,0.3383381617589435,0.0,60507417.0,2.3978952727983707,0
Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",37,-0.037864907444985565,0.0,3767084.0,3.6109179126442243,0
Sweden,Edible vegetables and certain roots and tubers,15,-0.028066395231332527,0.06666666666666667,523944.0,2.70805020110221,0
Sweden,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",36,0.26169945161881625,0.1388888888888889,31073338.0,3.58351893845611,0
Sweden,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,8,-0.3786967658269975,0.0,556603.0,2.0794415416798357,0
Sweden,"Fish and crustaceans, molluscs and other aquatic invertebrates",26,0.26924855521673796,0.038461538461538464,7516689.0,3.258096538021482,0
Sweden,Live animals,9,-0.12662375256415526,0.0,477716.0,2.1972245773362196,0
Sweden,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",5,-0.23883836006075804,0.0,82237.0,1.6094379124341003,0
Sweden,Meat and edible meat offal,7,0.0016781582432418166,0.14285714285714285,103721.0,1.9459101490553132,0
Sweden,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",10,0.3592162885382383,0.0,651402.0,2.302585092994046,0
Sweden,Organic chemicals,5,-0.470467942825685,0.0,1595730.0,1.6094379124341003,0
Sweden,Plastics and plastic products,17,1.3030384050405819,0.0,1375762.0,2.833213344056216,0
Switzerland,"Aircraft, spacecraft, and parts thereof",19,0.18202674005444508,0.0,1125881.0,2.9444389791664403,0
Switzerland,Arms and ammunition; parts and accessoriesthereof,10,-0.3158900162671583,0.0,7903418.0,2.302585092994046,0
Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",64,0.8124057299344731,0.0,7253270.0,4.1588830833596715,0
Switzerland,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",21,0.009743689230993351,0.0,492454.0,3.044522437723423,0
Switzerland,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,5,0.013302757834565753,0.0,1304471.0,1.6094379124341003,0
Switzerland,"Fish and crustaceans, molluscs and other aquatic invertebrates",5,3.02746031071048,0.2,65148.0,1.6094379124341003,1
Switzerland,Live animals,6,-0.16797409375683028,0.0,48916.0,1.791759469228055,0
Switzerland,Organic chemicals,22,0.004610241445277166,0.0,746317.0,3.091042453358316,0
Switzerland,Plastics and plastic products,8,0.9963025948173718,0.0,214726.0,2.0794415416798357,0
Switzerland,Products of animal origin not elsewhere specified or included,7,1.1337501325346726,0.0,105208.0,1.9459101490553132,0
Taiwan,Edible vegetables and certain roots and tubers,14,1.3334226255842183,0.07142857142857142,94813.0,2.6390573296152584,0
Taiwan,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",21,-0.23132466790444775,0.0,1101650.0,3.044522437723423,0
Taiwan,"Fish and crustaceans, molluscs and other aquatic invertebrates",19,1.9396566734427263,0.10526315789473684,393112.0,2.9444389791664403,1
Tanzania,Edible vegetables and certain roots and tubers,27,-0.592735465181549,0.037037037037037035,576544.0,3.295836866004329,0
Thailand,"Aircraft, spacecraft, and parts thereof",9,0.3873607509081874,0.0,85768.0,2.1972245773362196,0
Thailand,Edible fruit and nuts; peel of citrus fruits or melons,56,0.531042881161327,0.0,3064499.0,4.02535169073515,0
Thailand,Edible vegetables and certain roots and tubers,70,0.5801358481739024,0.0,811710.0,4.248495242049359,0
Thailand,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",9,-0.5472741593821736,0.0,234682.0,2.1972245773362196,0
Thailand,"Fish and crustaceans, molluscs and other aquatic invertebrates",59,0.2253079041834644,0.0,4774300.0,4.07753744390572,0
Thailand,Live animals,10,0.8880856823894281,0.0,91721.0,2.302585092994046,0
Thailand,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",14,1.3714892763086903,0.07142857142857142,85693.0,2.6390573296152584,0
Thailand,Meat and edible meat offal,17,-0.5159781641392664,0.0,9258371.0,2.833213344056216,0
Togo,Edible vegetables and certain roots and tubers,8,-1.5667254534317983,0.25,51299.0,2.0794415416798357,0
Trinidad:Tobago,Organic chemicals,8,-1.4485297358054663,0.125,21813504.0,2.0794415416798357,0
Tunisia,Edible fruit and nuts; peel of citrus fruits or melons,14,-0.24166894577870995,0.0,1775155.0,2.6390573296152584,0
Tunisia,Products of animal origin not elsewhere specified or included,6,0.5717201734401333,0.0,19128.0,1.791759469228055,0
Turkey,"Aircraft, spacecraft, and parts thereof",7,0.24524282114718282,0.0,148510.0,1.9459101490553132,0
Turkey,Arms and ammunition; parts and accessoriesthereof,5,-0.795100101457431,0.0,478129.0,1.6094379124341003,0
Turkey,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",11,0.06457768501031656,0.0,525803.0,2.3978952727983707,0
Turkey,Edible fruit and nuts; peel of citrus fruits or melons,178,0.015159740976070828,0.0,58389521.0,5.181783550292085,0
Turkey,Edible vegetables and certain roots and tubers,211,-0.2187106761151358,0.0,20230794.0,5.351858133476067,0
Turkey,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",11,0.8398574381413423,0.0,1472470.0,2.3978952727983707,0
Turkey,"Fish and crustaceans, molluscs and other aquatic invertebrates",88,-0.1075016551534063,0.011363636363636364,44056685.0,4.477336814478207,0
Turkey,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",36,0.46356308908302807,0.0,3266980.0,3.58351893845611,0
Turkey,"Salt; sulphur; earths and stone; plastering material, lime and cement",8,-0.09598752659672245,0.0,2693004.0,2.0794415416798357,0
UAE,"Aircraft, spacecraft, and parts thereof",14,-0.2700113510797221,0.0,1558297.0,2.6390573296152584,0
UAE,Edible fruit and nuts; peel of citrus fruits or melons,31,0.42336536090160215,0.0,2329853.0,3.4339872044851463,0
UAE,Edible vegetables and certain roots and tubers,43,-0.48501365932334595,0.0,2173214.0,3.7612001156935624,0
UAE,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",6,0.27340652680925615,0.0,35236.0,1.791759469228055,0
UAE,Live animals,15,-0.10756492385972548,0.0,181509.0,2.70805020110221,0
Uganda,Edible fruit and nuts; peel of citrus fruits or melons,34,-0.4944211111969865,0.029411764705882353,1253693.0,3.5263605246161616,0
Uganda,Edible vegetables and certain roots and tubers,81,-0.17102007652701556,0.0,1286704.0,4.394449154672439,0
Uganda,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",14,1.3694290747479294,0.07142857142857142,442439.0,2.6390573296152584,0
Ukraine,Edible fruit and nuts; peel of citrus fruits or melons,8,-0.16810384249175203,0.0,1152083.0,2.0794415416798357,0
Ukraine,Edible vegetables and certain roots and tubers,9,-1.1179613067870153,0.0,681863.0,2.1972245773362196,0
Ukraine,Meat and edible meat offal,23,-0.8356795511080645,0.0,21110382.0,3.1354942159291497,0
United States,"Aircraft, spacecraft, and parts thereof",45,0.11643206880336303,0.022222222222222223,20771556.0,3.8066624897703196,0
United States,Arms and ammunition; parts and accessoriesthereof,36,0.33245784470816253,0.0,26872500.0,3.58351893845611,0
United States,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",18,2.4144473148025427,0.3333333333333333,4312134.0,2.8903717578961645,1
United States,Edible fruit and nuts; peel of citrus fruits or melons,112,0.6022206836037841,0.008928571428571428,49463155.0,4.718498871295094,0
United States,Edible vegetables and certain roots and tubers,117,0.30170076309381905,0.05128205128205128,21082266.0,4.762173934797756,0
United States,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",39,0.6088236252315954,0.07692307692307693,34096524.0,3.6635616461296463,0
United States,Explosives; pyrotechnic products; matches;pyrophoric alloys; combustible materials,24,0.2159694431721536,0.0,11855948.0,3.1780538303479458,0
United States,"Fish and crustaceans, molluscs and other aquatic invertebrates",55,0.08218786245358306,0.0,7170397.0,4.007333185232471,0
United States,"Inorganic chemicals: organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes",10,1.4540002677587993,0.3,123895022.0,2.302585092994046,1
United States,Live animals,34,0.6033009965967113,0.029411764705882353,7533169.0,3.5263605246161616,0
United States,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",24,1.0521526573256217,0.16666666666666666,180278.0,3.1780538303479458,1
United States,Meat and edible meat offal,9,-0.047081504934054524,0.0,1351622.0,2.1972245773362196,0
United States,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",16,0.3658599574372181,0.1875,5066095.0,2.772588722239781,1
United States,Organic chemicals,14,1.0442823775264574,0.0,2094463.0,2.6390573296152584,0
United States,Plastics and plastic products,34,0.4866727601519904,0.0,1218152.0,3.5263605246161616,0
United States,Products of animal origin not elsewhere specified or included,38,1.4350064446761852,0.21052631578947367,5991932.0,3.6375861597263857,1
United States,"Salt; sulphur; earths and stone; plastering material, lime and cement",9,1.5839180158857813,0.2222222222222222,380521.0,2.1972245773362196,1
United States,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",16,0.9052471296182731,0.0,1215863.0,2.772588722239781,0
Uruguay,"Fish and crustaceans, molluscs and other aquatic invertebrates",7,-1.332889498617836,0.0,430315.0,1.9459101490553132,0
Uruguay,Meat and edible meat offal,21,0.45232153608579523,0.0,7894247.0,3.044522437723423,0
Uzbekistan,Edible fruit and nuts; peel of citrus fruits or melons,12,0.1296085015020856,0.0,92949.0,2.4849066497880004,0
Vietnam,"Aircraft, spacecraft, and parts thereof",8,0.06853759721846173,0.0,1375231.0,2.0794415416798357,0
Vietnam,Edible fruit and nuts; peel of citrus fruits or melons,51,0.4617067146124119,0.0,26273385.0,3.9318256327243257,0
Vietnam,Edible vegetables and certain roots and tubers,39,0.6018572898427345,0.0,303624.0,3.6635616461296463,0
Vietnam,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",5,-0.39027933606848625,0.0,322984.0,1.6094379124341003,0
Vietnam,"Fish and crustaceans, molluscs and other aquatic invertebrates",167,-0.41974934847063555,0.005988023952095809,45953475.0,5.117993812416755,0
Zambia,Edible vegetables and certain roots and tubers,5,0.9478176084078982,0.0,69096.0,1.6094379124341003,0
Zimbabwe,Edible vegetables and certain roots and tubers,7,-0.11885664344166187,0.0,260640.0,1.9459101490553132,0
